,Time,force_x,force_y,force_z,torque_x,torque_y,torque_z,position_x,position_y,position_Z,orientation_w,orientation_x,orientation_y,orientation_z,surge_vel,sway_vel,heave_vel,roll_vel,pitch_vel,yaw_vel
0,0.0,-0.3079882541450858,-0.4661853156933188,-5.976503610610962,-0.2415491533279418,0.0315663899481296,0.1561869219118357,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0010266275138169528,-0.0007769755261555313,-0.008294172684351604,-0.002415491533279418,0.00010522129982709868,0.0005206230730394524
1,0.1,-0.3029221438819227,-0.4638866456729382,-5.977121310238815,-0.2636274515597151,0.031405726931483,0.1609545394420303,-0.00010266275138169528,-7.769755261555314e-05,-0.0008294172684351604,0.9999999923541011,-0.0001207745757405407,5.261064951129363e-06,2.6031153452941054e-05,-0.0019337052420416664,-0.001472422382994875,-0.0157599575996478,-0.004810216895548627,0.0001993849262826655,0.0010050758972089415
2,0.2,-0.2982022159713644,-0.4593404847913106,-5.977738220903571,-0.2842584124555372,0.031280238691291,0.1636736393716646,-0.00029604218227787004,-0.00022533053435707574,-0.002405375380253422,0.9999999317107472,-0.0003612854028780348,1.5230119334600004e-05,7.628500693434602e-05,-0.0027343771991341307,-0.002091150200807124,-0.022480192256569564,-0.0071659821575315915,0.0002836296686177036,0.001450147105393596
3,0.3,-0.2945584937447518,-0.4612200729194494,-5.979071532462514,-0.3089925567174843,0.0311296485429686,0.1591581043671273,-0.0005695163431850168,-0.000436111570974243,-0.004653234574050228,0.9999997295969791,-0.0007195844156721307,2.941046282807425e-05,0.00014879268067080937,-0.0034429028428962505,-0.0026519395829800816,-0.028530626020880464,-0.00952196786656721,0.00035878807403589777,0.0018356594094113272
4,0.4,-0.2860601711368367,-0.4599637574917035,-5.981595045187913,-0.3370815630943455,0.0319022022087661,0.1525787923531302,-0.000913894891380356,-0.0007055137466732499,-0.007505892234912976,0.9999992551120412,-0.0011956825093932136,4.7345061745085405e-05,0.00024057669136399914,-0.0040523432458878786,-0.0031557504866516883,-0.03398022355632796,-0.011906046878292373,0.00042877766028121515,0.0021606894429806287
5,0.5,-0.2853075866600693,-0.4524093272867479,-5.981379709256584,-0.3593253436269973,0.0335595638304263,0.1502167181604038,-0.0013192970956383918,-0.0010294087734709638,-0.010903111607126618,0.9999983330561854,-0.0017909841244589753,6.876987524745323e-05,0.00034861356968203034,-0.004598451761364791,-0.0035981765508931837,-0.038884505489116865,-0.01425130345575909,0.0004970029841440557,0.0024453428925505782
6,0.6,-0.283729779478534,-0.4656651376424521,-5.977452188494013,-0.3813980268197526,0.0328126148156139,0.145575120151599,-0.00177942115283371,-0.001403473005140574,-0.014790184516764037,0.9999967508732752,-0.0025035477091706736,9.359052716860487e-05,0.0004708848840816568,-0.005084835144303297,-0.004020437315757543,-0.04329181929553997,-0.016554187434466593,0.0005555677624966703,0.0026860590038008504
7,0.7,-0.2860045477181934,-0.4702529864416113,-5.974759794001185,-0.4008257470659249,0.0325943474656089,0.1397146969681114,-0.002288325744064557,-0.0018276670913173272,-0.019117202695602725,0.9999942608685697,-0.003331253730046452,0.00012131526035205144,0.000605195106138954,-0.0055303319163059715,-0.004410493546599349,-0.04725392461102234,-0.01878685837746499,0.0006071425054387031,0.002883168759981137
8,0.8,-0.2919697925878355,-0.4763108994010978,-5.973142029796085,-0.4090610543826567,0.0334149507656833,0.133191697890183,-0.0028419517835836378,-0.002300858744861528,-0.02383941531503394,0.9999905887223953,-0.004270590210820203,0.0001515838854761889,0.0007493652073991565,-0.005951353570785243,-0.0047743995615817155,-0.05081713923947627,-0.020838887346322263,0.0006558381341527762,0.0030388242102836333
9,0.9,-0.2952865178825988,-0.4805858341378987,-5.970276924187802,-0.4168091703681462,0.0341218381759216,0.1306318730807827,-0.0034378783517844493,-0.002822576499777625,-0.028916681658189693,0.9999854652782656,-0.005312523365439898,0.00018424346312187538,0.0009013223889843561,-0.006341538491252696,-0.005112170783744777,-0.05401928105890306,-0.022718109366855317,0.0007015172582743485,0.0031703813661912122
10,1.0,-0.2948939124765364,-0.4830939109563841,-5.970386595502346,-0.413322076383383,0.0350804356949216,0.1342680242109559,-0.00407304737623459,-0.0033923024860248534,-0.03431263327748387,0.9999786231090075,-0.006448410487155513,0.00021913699117936144,0.0010598613973517006,-0.006691624544258853,-0.005423817823919715,-0.056901424801683864,-0.024324529749845246,0.0007452758527935215,0.0033009033102752773
11,1.1,-0.3003641368386432,-0.4944912930076722,-5.96859979330537,-0.4073906301668792,0.0349140975873363,0.1363359579248988,-0.004743473066162008,-0.004009440283951518,-0.039995004980000026,0.9999698433958327,-0.007664608523979369,0.00025617504157180696,0.0012249283391999783,-0.007025182324148854,-0.005727081664491696,-0.05949242074375387,-0.025656477138032725,0.0007835131251563078,0.0034252661723307458
12,1.2,-0.3060697361732062,-0.4977566957268632,-5.965788186946492,-0.3981732321797072,0.0353818573480915,0.1407118129686929,-0.005447520131253896,-0.004674995907723875,-0.045934395623164676,0.9999589530153673,-0.008947390309096326,0.0002950905679834172,0.0013962136741050473,-0.007344666918393939,-0.006009514869551784,-0.06181968835378756,-0.026704686693737927,0.0008188524425360373,0.0035517789316599807
13,1.3,-0.3007196026667009,-0.4985790883513434,-5.966824613427311,-0.3819291549281828,0.0345627993398518,0.1445842906792669,-0.006183796489291249,-0.005388521343994342,-0.05210416881746279,0.999945838135886,-0.010282565259367273,0.0003357558898453745,0.0015738215875546599,-0.007614649374937565,-0.006269350566636237,-0.06391602768369362,-0.027424072243907513,0.0008472553946296326,0.003678548674091539
14,1.4,-0.2918517175662058,-0.5002433512083617,-5.967244217834052,-0.364820217345559,0.0331928027933974,0.149459023935638,-0.006947364827515111,-0.00614915593488314,-0.05848099097092909,0.9999304771081747,-0.011653688358143063,0.00037784921917854134,0.0017577621673711976,-0.007828369633516902,-0.006510426028375207,-0.06580351809131545,-0.02783635615697568,0.0008675418010988826,0.003808890553134512
15,1.5,-0.2829980061202592,-0.5029530609805914,-5.971797978084159,-0.3465664527865917,0.0328853937777041,0.1550094823917393,-0.0077326052259003054,-0.006956131494023256,-0.06504375777141304,0.9999129185837491,-0.013045400805752042,0.0004209957742232111,0.0019482119247983157,-0.007991514739649505,-0.006736479240475224,-0.06750994941639878,-0.027959078797577683,0.0008840326824477772,0.003944699772460192
16,1.6,-0.2741473944948284,-0.4988992190186921,-5.974313897364338,-0.3245898000080328,0.0312654806208932,0.161055754391639,-0.008534458991330292,-0.007808784407413632,-0.07177416569769164,0.9998932813916722,-0.01444322168082605,0.00046504259423808066,0.0021454395023720544,-0.008109163742792172,-0.006937808163474811,-0.06905004550276488,-0.027782983576870483,0.0008927056938396542,0.004087082309852969
17,1.7,-0.2715931596554308,-0.4863575408545443,-5.976511256594996,-0.3040597036116909,0.0298724498720685,0.166080013625646,-0.009348375243542786,-0.008705191176862264,-0.07865544466781166,0.999871771798272,-0.015832207718206343,0.0005096438088952568,0.002349770827082674,-0.008206864434190225,-0.007102758857216759,-0.07043992245653717,-0.02735212949052163,0.000895074276980581,0.004231974124286492
18,1.8,-0.2712036044372983,-0.4813799568119264,-5.978143188756382,-0.2840085182181011,0.0273697155259871,0.1504966567722996,-0.010172358024079087,-0.009641978424285061,-0.08567251862064448,0.9998486411349284,-0.017199619661116976,0.000554527765379863,0.002561328387262974,-0.008293835209015601,-0.007247546166303384,-0.07169367192060425,-0.026697210681897187,0.0008880507460809758,0.0043104322344321745
19,1.9,-0.2769103135366034,-0.4729336662937068,-5.976348152262124,-0.2624721332790906,0.0266141705640991,0.1327180022229656,-0.01100532256663902,-0.010617130726267496,-0.09281172167647912,0.9998241904217899,-0.018534255407624652,0.0005992109071778476,0.0027767913472104243,-0.008391476051281217,-0.007368332980224219,-0.07281920543037246,-0.02582682233761045,0.0008783836100448119,0.004321782351732176
20,2.0,-0.2843053564514642,-0.462973852033796,-5.975257301587058,-0.2461249405792485,0.0258119014108249,0.1189517151761994,-0.01184832465591382,-0.011627993973502533,-0.10006023612981661,0.9997987721048671,-0.019825344953837004,0.0006435410801063686,0.0029927996825355337,-0.008504350109792669,-0.007464887212339246,-0.0738305266489044,-0.024815981524473722,0.000866175779286485,0.004286109833812957
21,2.1,-0.2879518192324731,-0.4617617963966103,-5.974148821010598,-0.2281082308221213,0.0260895105215313,0.114354313294516,-0.01270288195835026,-0.01267166281766967,-0.10740669370690381,0.9997727100790622,-0.02106586932700237,0.0006873758257863379,0.0032069993981100236,-0.008618439462040136,-0.007554066250272543,-0.07473903354719048,-0.023664133061758214,0.0008552793185452333,0.004238679894746715
22,2.2,-0.2908209738195544,-0.4566983077091366,-5.973055563861967,-0.2179537724545287,0.0252630081209011,0.1160560074867822,-0.01356910398778187,-0.01374673502267497,-0.11484083956652862,0.9997463525575723,-0.022248782420947872,0.0007307995740779617,0.00341879519689505,-0.008731030614050913,-0.0076300197276050795,-0.07555503694336146,-0.02246643139116597,0.0008418849686013147,0.004201665263561317
23,2.3,-0.2901181849625583,-0.4478924151691084,-5.972814259117993,-0.213134082677944,0.0241097783751955,0.1201694856967349,-0.01444683603566867,-0.014851057782248564,-0.1223535071843724,0.9997199573304744,-0.023371794163394785,0.0007737163299189371,0.003628707177405704,-0.0088303660241151,-0.007687640582193472,-0.07628920882217942,-0.02128357832906325,0.0008251555478327005,0.004182063689527635
