,0,1,2,3,4,5,6,7,8,9,10,11,12
0,7.699847539197907e+220,1.2791533329043284e+215,3.5150095707995434e+216,3.6235918143700116e-12,0.0001493389011102098,8.96419493256687e-06,2.0254259736949704e-07,5.103694478468185e+243,1.0694673280277143e-07,5.84739078479321e-05,0.0022269555713102453,0.00011365423356465963,3.6535561400038085e-06
1,1.4475936401844295e-06,1.0043254357817419e-05,0.0008742960555622528,0.49985529112221383,0.506594463738742,3.898457006978614e-08,1.0344997013194613e-06,3.6932530712919142e-06,1.543058632695506e-08,1.1304003381531424e-05,inf,0.0007997883793572618,2.823368896523186e-06
2,7.242885359677632e-09,4.415785682685461e-05,0.013812707417831194,0.04356256993533165,0.32677708996040994,4.813718375249316e-07,9.589095680299316e-07,3.018823848757771e-11,9.946543577113115e-06,0.011137819588046981,271615.0027000781,2.4123657419379487e-05,1.7318664537664613e-06
3,8.65127849799486e-12,2.4059043901102717e-07,0.0038397021603452657,2.108941490810233e-12,0.00016239053132584933,1.983625369269565e-06,1.5308062929357714e-07,3.3751590844884294e-09,3.5424921188225743e-07,0.007865991561041365,0.0021688012929280192,2.7577406035634226e-05,1.5354282679141407e-06
4,2.9040468416811086e-06,3.467062486829536e-05,0.0007676989395484471,2.5902475735543033e-10,7.228065226104085e-06,6.920866635617932e-13,1.782824519872314e-07,8.701420489437395e-06,2.5400436961154425e-05,0.0015326386449546405,0.00012598614771467529,7.624742771753931e-11,1.7911805679579894e-06
5,9.519768104120474e-05,4.938839494736348e-09,0.00190480498882375,0.9797422835321227,4.0676331835395386e-05,0.9868230253312786,3.954906410438721e-07,1.2146805493559531e-05,3.2545469941906367e-07,1.7885443502771975e-05,0.00038324234706206556,8.100710074259146,1.1068445302845204e-06
6,1.2985585595011738e+74,9.252571288635586e+78,1.0318100157968434e+75,9.574913306278751e-11,3.627235052132766e-06,3.506770811996766e-06,4.0340086091282366e-07,1.3006833114125414e-05,6.1824045511437704e+88,2.552068336372741e-05,8.189023584737175e-05,5.0160285331365564e-05,1.8157280947165357e-07
7,2.558728105712976e-06,7.297345820279689e-08,5.711100347633356e-10,2.0442403542845235e-10,5.94601083282173e-06,1.836592433915397e-06,8.063822121016743e-08,6.682146942097977e-06,1.3708869788592487e-06,1.3963943778469486e-10,0.0001115362459576219,1.0463566340212702e-05,1.4128273607442453e-06
8,8.46838207987523e+80,1.2662657504516527e+81,9.005331310406446e+84,5.333532201107695e-15,1.9314517909635045e-06,1.3953671802209757e-05,4.743155953187434e-12,7.842077214045388e-06,1.600739619057678e-05,1.2449734973295692e+95,4.05767938539886e-05,0.0002485321845950072,1.2199822211063366e-09
9,1.4169718026640316e-05,2.187995481130339e-07,0.0010216433697373495,0.49997091932841364,3.8837612632570366e-05,0.49977810158102587,1.1651676737330761e-06,5.405142623185116e-09,9.454291624167421e-08,3.482685976581662e-05,0.0005400700465697923,4.812016093644108e+173,5.378595083020074e+22
10,5.863968631877272e+143,4.792448704492574e+140,2.1891363253264466e+144,0.0005051538588983754,1.2911593925490146e-07,0.037184477551287454,2.2509857296739176e-07,4.4356784880136614e-07,2.456272337715423e-07,1.1627270544526163e+160,1.1170917980944143e-05,0.6511028917171332,1.7567366191160253e-05
11,0.014265835893047413,2.046483602645208e-07,0.0051637431982958166,6.783420018162327e-10,3.184049074133101e-05,8.020898842639027e-05,6.860218656762824e-13,10.102539594280953,2.168415620934298e-06,0.004212450777798213,0.0004788343673731735,0.0010962796715818,4.177572110697356e-10
